case_id,trace
8764,1 2 47 3
8765,1 6 38 3
8766,1 2 63 3
8767,1 6 3
8768,1 7 64 3
8769,1 2 33 3
8770,1 6 3
8771,1 2 23 59 3
8772,11 12 12 12 12 16 23 43 3
8773,11 12 12 12 12 22 59 3
8774,11 12 12 12 12 12 12 16 23 26 3
8775,11 12 12 12 12 12 12 72
8776,11 12 12 12 12 12 12 72
8777,11 12 12 12 12 12 12 72
8778,11 12 12 12 12 12 12 72
8779,11 12 12 12 12 12 12 72
8780,11 12 12 12 12 12 12 72
8781,11 12 12 12 12 12 12 72
8782,11 12 12 12 12 12 12 19 20 15 3
8783,11 12 12 12 12 12 12 72
8784,11 12 12 12 12 12 12 72
8785,1 2 3
8786,11 12 12 12 12 12 12 72
8787,11 12 12 12 12 12 12 13 14 32 3
8788,11 12 12 12 12 12 12 16 17 39 3
8789,11 12 12 12 12 12 12 19 66 3
8790,11 12 12 12 12 12 12 22 40 3
8791,11 12 12 12 12 12 12 72
8792,11 12 12 12 12 12 12 72
8793,11 12 12 12 12 12 12 72
8794,11 12 12 12 12 12 12 72
8795,11 12 12 12 12 12 12 72
8796,11 12 12 12 12 12 12 72
8797,11 12 12 12 12 12 12 72
8798,1 2 3
8799,11 12 12 12 12 12 12 72
8800,11 12 12 12 12 12 12 72
8801,11 12 12 12 12 12 12 72
8802,1 6 23 69 3
8803,11 12 12 12 12 12 12 72
8804,1 7 27 58 3
8805,11 12 12 12 12 12 12 72
8806,11 12 12 12 12 12 12 72
8807,1 9 10 3
8808,1 2 3
8809,1 6 14 54 3
8810,1 7 3
8811,1 9 3
8812,1 2 78 3
8813,1 6 3
8814,1 7 20 56 3
8815,1 9 17 41 3
8816,1 2 37 3
8817,1 6 27 36 3
8818,1 7 69 3
8819,1 2 3
8820,1 6 77 3
8821,1 7 63 3
8822,1 9 3
8823,1 2 3
8824,1 75 57 3
8825,1 76 3
8826,1 6 17 18 3
8827,1 7 64 3
8828,1 2 3
8829,1 6 14 38 3
8830,1 2 38 3
8831,1 6 3
8832,1 7 3
8833,1 2 4 3
8834,1 6 3
8835,1 9 3
8836,1 2 3
8837,1 6 5 3
8838,1 2 3
8839,1 7 20 47 3
8840,1 6 3
8841,1 9 10 3
8842,1 2 3
8843,1 6 23 5 3
8844,1 7 3
8845,1 2 27 10 3
8846,1 6 3
8847,1 7 17 4 3
8848,1 2 3
8849,1 6 20 8 3
8850,1 9 8 3
8851,1 2 3
8852,1 7 3
8853,1 6 3
8854,1 9 3
8855,1 2 26 3
8856,1 7 3
8857,1 2 3
8858,1 6 3
8859,1 7 3
8860,1 9 37 3
8861,1 2 3
8862,1 2 53 3
8863,1 6 3
8864,1 7 3
8865,1 9 55 3
8866,1 2 3
8867,1 6 3
8868,1 7 57 3
8869,11 12 13 68 3
8870,11 12 16 14 35 3
8871,1 2 3
8872,11 12 19 17 39 3
8873,11 12 22 78 3
8874,11 12 13 27 15 3
8875,11 12 12 22 27 78 3
8876,11 12 16 34 3
8877,11 12 22 82 3
8878,11 12 19 49 3
8879,11 12 12 12 12 12 12 72
8880,11 12 12 12 12 12 12 72
8881,11 12 12 12 12 12 12 72
8882,11 12 13 20 21 3
8883,11 12 16 60 3
8884,11 12 22 20 42 3
8885,11 12 12 12 12 12 12 72
8886,11 12 12 12 12 12 12 72
8887,1 2 3
8888,11 12 12 12 12 12 12 72
8889,11 12 12 12 12 12 12 72
8890,11 12 12 12 12 12 12 72
8891,1 6 63 3
8892,11 12 12 12 12 12 12 72
8893,11 12 12 12 12 12 12 72
8894,11 12 12 12 12 12 12 72
8895,11 12 13 17 46 3
8896,11 12 16 66 3
8897,11 12 22 14 63 3
8898,11 12 12 12 12 12 12 72
8899,11 12 12 12 12 12 12 72
8900,1 2 3
8901,1 6 3
8902,1 7 3
8903,1 9 3
8904,1 2 23 73 3
8905,1 6 27 79 3
8906,1 2 3
8907,1 7 26 3
8908,1 6 55 3
8909,1 2 3
8910,1 6 74 3
8911,11 12 13 64 3
8912,11 12 16 48 3
8913,1 7 3
8914,1 6 3
8915,11 12 19 51 3
8916,11 12 22 17 74 3
8917,1 9 81 3
8918,11 12 13 50 3
8919,11 12 16 20 68 3
8920,1 2 3
8921,11 12 19 33 3
8922,11 12 12 16 14 34 3
8923,11 12 12 19 27 65 3
8924,1 75 3
8925,11 12 12 13 77 3
8926,11 12 13 23 61 3
8927,11 12 16 52 3
8928,1 6 3
8929,1 7 83 3
8930,1 76 14 31 3
8931,11 12 12 13 25 3
8932,11 12 12 19 39 3
8933,11 12 12 12 12 12 12 72
8934,1 2 77 3
8935,11 12 12 12 12 12 12 72
8936,11 12 12 12 12 12 12 72
8937,11 12 12 12 12 12 12 72
8938,1 6 17 4 14 41 3
8939,11 12 12 13 20 24 3
8940,11 12 12 12 12 12 12 72
8941,11 12 12 12 12 12 12 72
8942,11 12 12 12 12 12 12 72
8943,11 12 12 12 12 12 12 72
8944,11 12 12 12 12 12 12 72
8945,11 12 12 12 12 12 12 72
8946,11 12 12 12 12 12 12 72
8947,11 12 12 12 12 12 12 72
8948,11 12 12 12 12 12 12 72
8949,1 2 5 3
8950,1 6 10 3
8951,1 7 23 41 3
8952,1 9 3
8953,1 2 3
8954,1 6 3
8955,1 7 8 3
8956,1 2 27 58 3
8957,1 6 37 3
8958,1 2 3
8959,1 9 26 3
8960,1 75 53 3
8961,1 2 14 54 3
8962,1 6 55 3
8963,1 2 3
8964,1 7 3
8965,1 9 3
8966,1 6 57 3
8967,1 2 3
8968,1 7 3
8969,11 12 13 79 3
8970,11 12 16 30 3
8971,11 12 19 20 35 3
8972,11 12 22 81 3
8973,11 12 12 16 42 3
8974,11 12 12 12 12 12 12 72
8975,1 6 56 3
8976,11 12 13 59 3
8977,11 12 22 24 3
8978,1 9 3
8979,11 12 22 60 3
8980,11 12 12 12 12 12 12 72
8981,11 12 12 13 82 3
8982,11 12 12 16 46 3
8983,11 12 16 14 10 3
8984,11 12 22 17 30 3
8985,11 12 12 12 12 12 12 72
8986,11 12 12 12 12 12 12 72
8987,11 12 12 12 12 12 12 72
8988,1 2 3
8989,11 12 16 73 3
8990,11 12 22 27 21 3
8991,11 12 12 12 12 12 12 72
8992,11 12 12 12 12 12 12 72
8993,1 6 3
8994,11 12 12 12 12 12 12 72
8995,11 12 12 12 12 12 12 72
8996,1 2 3
8997,11 12 12 12 12 12 12 72
8998,11 12 12 12 12 12 12 72
8999,11 12 12 12 12 12 12 72
9000,1 7 23 83 3
9001,11 12 12 12 12 12 12 72
9002,11 12 12 12 12 12 12 72
9003,1 9 69 3
9004,11 12 12 12 12 12 12 72
9005,1 75 27 82 3
9006,1 76 29 3
9007,1 84 3
9008,1 7 3
9009,1 2 36 3
9010,1 6 3
9011,1 2 3
9012,1 2 18 3
9013,1 6 3
9014,1 7 3
9015,1 2 47 3
9016,1 6 3
9017,1 2 17 18 3
9018,1 6 49 3
9019,1 7 3
9020,11 12 13 79 3
9021,11 12 16 43 3
9022,11 12 19 17 49 3
9023,11 12 22 20 45 3
9024,11 12 12 12 12 13 14 25 3
9025,11 12 12 12 12 12 12 72
9026,11 12 12 12 12 12 12 72
9027,11 12 13 20 48 3
9028,11 12 19 14 59 3
9029,11 12 22 27 51 3
9030,11 12 12 12 12 12 12 72
9031,1 2 80 3
9032,11 12 12 12 12 12 12 72
9033,11 12 19 81 3
9034,11 12 12 12 12 12 12 72
9035,11 12 12 12 12 12 12 72
9036,11 12 22 23 83 14 66 3
9037,1 6 31 3
9038,11 12 12 12 12 12 12 72
9039,11 12 12 12 12 12 12 72
9040,11 12 12 12 12 12 12 72
9041,11 12 12 12 12 12 12 72
9042,1 7 3
9043,11 12 12 12 12 12 12 72
9044,1 2 5 3
9045,11 12 12 12 12 12 12 72
9046,11 12 12 12 12 12 12 72
9047,11 12 12 12 12 12 12 72
9048,11 12 12 12 12 12 12 72
9049,11 12 12 12 12 12 12 72
9050,11 12 12 12 12 12 12 72
9051,11 12 12 12 12 12 12 72
9052,1 9 3
9053,11 12 12 12 12 12 12 72
9054,1 7 3
9055,11 12 12 12 12 12 12 72
9056,1 6 23 8 3
9057,11 12 12 12 12 12 12 72
9058,1 75 29 3
9059,11 12 12 12 12 12 12 72
9060,11 12 12 12 12 12 12 72
9061,1 2 49 3
9062,1 7 36 3
9063,1 9 3
9064,1 75 3
9065,1 2 37 3
9066,1 6 3
9067,1 7 57 3
9068,1 2 53 3
9069,1 2 64 3
9070,1 6 3
9071,1 7 38 3
9072,1 2 27 10 3
9073,1 9 3
9074,1 75 3
9075,1 2 20 5 3
9076,1 6 4 83 3
9077,1 2 3
9078,1 7 3
9079,1 9 3
9080,11 12 12 12 16 23 30 3
9081,11 12 12 12 19 17 80 3
9082,11 12 12 12 22 60 3
9083,11 12 12 12 12 12 12 19 80 3
9084,11 12 12 12 12 12 12 72
9085,11 12 12 12 12 12 12 72
9086,11 12 12 12 12 12 12 72
9087,11 12 12 12 12 12 12 72
9088,11 12 12 12 12 12 12 72
9089,11 12 12 12 12 12 12 72
9090,11 12 12 12 12 12 12 72
9091,1 2 3
9092,11 12 12 12 12 12 12 72
9093,11 12 12 12 12 12 12 72
9094,11 12 12 12 12 12 12 72
9095,1 6 3
9096,11 12 12 12 12 12 12 72
9097,11 12 12 12 12 12 12 72
9098,11 12 12 12 12 12 12 72
9099,1 7 3
9100,11 12 12 12 12 12 12 72
9101,11 12 12 12 12 12 12 72
9102,1 2 26 3
9103,11 12 12 12 12 12 12 72
9104,11 12 12 12 12 12 12 72
9105,1 9 37 3
9106,11 12 12 12 12 12 12 72
9107,1 75 3
9108,1 76 27 58 3
9109,11 12 12 12 12 12 12 72
9110,11 12 12 12 12 12 12 72
9111,11 12 12 12 12 12 12 72
9112,11 12 12 12 12 12 12 72
9113,11 12 12 12 12 12 12 72
9114,1 2 53 3
9115,11 12 12 12 12 12 12 72
9116,11 12 12 12 12 12 12 72
9117,11 12 12 12 12 12 12 72
9118,11 12 12 12 12 12 12 72
9119,11 12 12 12 12 12 12 72
9120,11 12 12 12 12 12 12 72
9121,1 2 55 3
9122,1 6 57 3
9123,1 2 41 3
9124,1 6 54 3
9125,1 7 56 3
9126,1 9 23 63 3
9127,1 2 29 3
9128,1 2 3
9129,1 2 27 36 3
9130,1 6 69 3
9131,1 2 3
9132,1 7 18 3
9133,1 6 3
9134,1 9 36 3
9135,1 75 14 26 3
9136,1 76 47 3
9137,1 2 3
9138,1 6 17 81 3
9139,1 2 38 3
9140,1 6 20 31 3
9141,1 7 3
9142,1 2 63 3
9143,1 6 64 3
9144,1 2 17 57 3
9145,1 6 33 3
9146,1 7 52 3
9147,1 2 74 3
9148,1 2 3
9149,1 6 68 3
9150,1 7 3
9151,1 2 3
9152,1 9 78 3
9153,1 2 20 64 3
9154,1 6 3
9155,1 7 27 5 3
9156,1 2 17 8 3
9157,1 6 60 3
9158,1 7 3
9159,1 9 77 3
9160,1 2 3
9161,1 6 3
9162,1 7 3
9163,1 2 23 10 3
9164,1 6 80 3
9165,1 2 3
9166,1 6 3
9167,1 7 54 3
9168,1 2 3
9169,1 9 65 3
9170,1 75 73 3
9171,1 6 3
9172,1 2 3
9173,1 6 3
9174,1 6 3
9175,1 2 3
9176,1 6 79 3
9177,1 7 78 3
9178,1 9 20 55 3
9179,1 2 14 53 3
9180,11 12 13 77 3
9181,11 12 16 60 3
9182,11 12 19 20 73 3
9183,11 12 22 28 3
9184,11 12 12 13 30 3
9185,11 12 12 16 24 3
9186,11 12 12 19 65 3
9187,11 12 12 22 20 26 3
9188,11 12 12 12 16 17 21 3
9189,11 12 12 12 12 12 12 72
9190,11 12 12 19 79 3
9191,11 12 12 22 28 3
9192,1 2 25 3
9193,11 12 12 13 49 3
9194,11 12 12 22 27 35 3
9195,11 12 12 12 16 20 73 3
9196,11 12 12 12 12 12 12 72
9197,11 12 12 12 12 12 12 72
9198,11 12 12 12 12 12 12 72
9199,11 12 12 12 12 12 12 72
9200,11 12 12 12 12 12 12 72
9201,11 12 12 12 12 12 12 72
9202,11 12 12 12 12 12 12 72
9203,11 12 12 12 12 12 12 72
9204,11 12 12 12 12 12 12 72
9205,1 2 66 3
9206,1 6 4 3
9207,11 12 12 12 12 12 12 72
9208,11 12 12 12 12 12 12 72
9209,11 12 12 12 12 12 12 72
9210,11 12 12 12 12 12 12 72
9211,11 12 12 12 12 12 12 72
9212,11 12 12 12 12 12 12 72
9213,11 12 12 12 12 12 12 72
9214,11 12 12 12 12 12 12 72
9215,1 2 37 3
9216,11 12 12 12 12 12 12 72
9217,11 12 12 12 12 12 12 72
9218,11 12 12 12 12 12 12 72
9219,1 7 26 3
9220,11 12 12 12 12 12 12 72
9221,11 12 12 12 12 12 12 72
9222,11 12 12 12 12 12 12 72
9223,11 12 12 12 12 12 12 72
9224,1 6 3
9225,1 7 23 47 3
9226,1 2 57 3
9227,1 6 3
9228,1 2 41 3
9229,1 6 3
9230,1 7 58 3
9231,1 9 56 3
9232,1 7 54 3
9233,1 6 29 3
9234,1 75 69 3
9235,1 2 27 38 3
9236,1 6 3
9237,1 7 3
9238,1 2 36 3
9239,1 6 3
9240,1 7 3
9241,11 12 12 13 28 3
9242,11 12 12 19 24 3
9243,11 12 12 12 12 12 12 72
9244,1 2 18 3
9245,11 12 12 22 34 3
9246,11 12 12 12 12 12 12 72
9247,11 12 16 29 3
9248,11 12 12 13 15 3
9249,11 12 12 22 77 3
9250,11 12 12 12 12 12 12 72
9251,11 12 12 12 12 12 12 72
9252,11 12 12 12 12 12 12 72
9253,11 12 12 12 12 12 12 72
9254,1 2 3
9255,11 12 12 12 12 12 12 72
9256,11 12 12 12 12 12 12 13 47 3
9257,11 12 12 12 12 12 12 16 20 73 3
9258,11 12 12 12 12 12 12 19 17 30 3
9259,1 2 3
9260,11 12 12 12 12 12 12 22 38 3
9261,1 6 3
9262,1 7 3
9263,11 12 12 12 12 12 12 72
9264,11 12 12 12 12 12 12 72
9265,11 12 12 12 12 12 12 72
9266,11 12 12 12 12 12 12 72
9267,11 12 12 12 12 12 12 72
9268,11 12 12 12 12 12 12 72
9269,1 6 3
9270,11 12 12 12 12 12 12 72
9271,1 9 3
9272,11 12 12 12 12 12 12 72
9273,11 12 12 12 12 12 12 72
9274,1 2 63 3
9275,1 7 23 4 3
9276,1 9 64 3
9277,1 6 33 3
9278,1 2 52 3
9279,1 2 74 3
9280,1 6 68 3
9281,1 2 79 3
9282,1 6 78 3
9283,1 7 3
9284,1 2 81 3
9285,1 6 82 3
9286,1 7 49 3
9287,1 9 59 3
9288,1 75 27 33 3
9289,1 2 17 52 3
9290,1 6 31 3
9291,1 2 3
9292,11 12 13 30 3
9293,11 12 16 14 25 3
9294,11 12 19 27 40 3
9295,11 12 22 60 3
9296,11 12 12 12 12 12 12 13 83 3
9297,11 12 12 12 12 12 12 16 34 3
9298,1 7 3
9299,11 12 12 12 12 12 12 19 77 3
9300,11 12 12 12 12 12 12 22 14 39 14 24 3
9301,11 12 12 12 12 12 12 72
9302,11 12 19 39 3
9303,11 12 12 12 12 12 12 16 25 3
9304,11 12 12 12 12 12 12 72
9305,11 12 12 12 12 12 12 72
9306,11 12 12 12 12 12 12 72
9307,11 12 12 12 12 12 12 13 27 15 3
9308,11 12 12 12 12 12 12 19 23 54 3
9309,11 12 12 12 12 12 12 22 17 40 3
9310,11 12 12 12 12 12 12 72
9311,11 12 12 12 12 12 12 72
9312,11 12 12 12 12 12 12 72
9313,11 12 12 12 12 12 12 72
9314,11 12 12 12 12 12 12 72
9315,11 12 12 12 12 12 12 72
9316,11 12 12 12 12 12 12 72
9317,1 2 3
9318,11 12 12 12 12 12 12 72
9319,11 12 12 12 12 12 12 72
9320,1 6 68 3
9321,11 12 12 12 12 12 12 72
9322,11 12 12 12 12 12 12 72
9323,11 12 12 12 12 12 12 72
9324,11 12 12 12 12 12 12 72
9325,1 2 3
9326,1 6 59 3
9327,1 7 3
9328,1 9 36 3
9329,1 75 3
9330,1 2 18 3
9331,1 6 3
9332,1 7 37 3
9333,1 2 3
9334,1 6 3
9335,1 2 60 3
9336,1 6 23 10 3
9337,1 7 81 3
9338,1 9 3
9339,11 12 12 12 12 13 20 28 3
9340,11 12 12 12 12 16 14 24 3
9341,11 12 12 12 12 19 17 63 3
9342,1 2 4 3
9343,11 12 12 12 12 22 17 30 3
9344,1 6 5 3
9345,1 7 27 26 3
9346,11 12 12 12 12 12 12 72
9347,11 12 12 12 12 12 12 72
9348,1 9 3
9349,11 12 12 12 12 12 12 72
9350,11 12 12 12 12 12 12 72
9351,11 12 12 12 12 12 12 72
9352,1 75 23 8 3
9353,11 12 12 12 12 12 12 72
9354,11 12 12 12 12 12 12 72
9355,11 12 12 12 12 12 12 72
9356,11 12 12 12 12 12 12 72
9357,11 12 12 12 12 12 12 72
9358,11 12 12 12 12 12 12 72
9359,11 12 12 12 12 12 12 72
9360,11 12 12 12 12 12 12 72
9361,11 12 12 12 12 12 12 72
9362,1 2 3
9363,1 6 3
9364,11 12 12 12 12 12 12 72
9365,1 7 14 53 3
9366,11 12 12 12 12 12 12 72
9367,11 12 12 12 12 12 12 72
9368,11 12 12 12 12 12 12 72
9369,11 12 12 12 12 12 12 72
9370,11 12 12 12 12 12 12 72
9371,1 2 37 3
9372,1 6 3
9373,11 12 12 12 12 12 12 72
9374,11 12 12 12 12 12 12 72
9375,11 12 12 12 12 12 12 72
9376,11 12 12 12 12 12 12 72
9377,11 12 12 12 12 12 12 72
9378,11 12 12 12 12 12 12 72
9379,1 7 3
9380,11 12 12 12 12 12 12 72
9381,1 6 3
9382,1 9 23 63 3
9383,1 75 55 3
9384,1 2 3
9385,1 6 3
9386,1 7 57 3
9387,1 2 58 3
9388,1 6 3
9389,1 7 3
9390,1 9 41 3
9391,1 2 54 3
9392,1 6 56 3
9393,1 7 3
9394,1 9 69 3
9395,1 75 29 3
9396,1 2 36 3
9397,1 6 14 64 3
9398,1 76 27 33 3
9399,1 7 17 38 3
9400,1 9 18 3
9401,1 2 47 3
9402,1 6 20 52 3
9403,11 12 12 12 12 12 19 66 3
9404,11 12 12 12 12 12 22 48 3
9405,11 12 12 12 12 12 12 72
9406,1 6 17 74 3
9407,11 12 12 12 12 12 12 72
9408,11 12 12 12 12 12 12 72
9409,11 12 12 12 12 12 12 72
9410,11 12 12 12 12 12 12 72
9411,11 12 12 12 12 12 12 72
9412,11 12 12 12 12 12 12 72
9413,11 12 12 12 12 12 12 72
9414,11 12 12 12 12 12 12 72
9415,1 2 27 68 3
9416,11 12 12 12 12 12 12 72
9417,11 12 12 12 12 12 12 72
9418,11 12 12 12 12 12 12 72
9419,11 12 12 12 12 12 12 72
9420,11 12 12 12 12 12 12 72
9421,11 12 12 12 12 12 12 72
9422,1 6 14 78 3
9423,11 12 12 12 12 12 12 72
9424,11 12 12 12 12 12 12 72
9425,1 2 23 81 3
9426,11 12 12 12 12 12 12 72
9427,11 12 12 12 12 12 12 72
9428,11 12 12 12 12 12 12 72
9429,11 12 12 12 12 12 12 72
9430,1 6 3
9431,11 12 12 12 12 12 12 72
9432,1 7 3
9433,11 12 12 12 12 12 12 72
9434,11 12 12 12 12 12 12 72
9435,11 12 12 12 12 12 12 72
9436,1 9 79 3
9437,11 12 12 12 12 12 12 72
9438,11 12 12 12 12 12 12 72
9439,1 2 3
9440,11 12 12 12 12 12 12 72
9441,11 12 12 12 12 12 12 72
9442,11 12 12 12 12 12 12 72
9443,1 6 23 10 3
9444,1 2 27 5 3
9445,1 2 3
9446,1 6 3
9447,1 7 3
9448,1 2 82 3
9449,1 6 3
9450,1 7 3
9451,1 9 3
9452,1 75 59 3
9453,1 76 3
9454,1 7 49 3
9455,1 6 83 3
9456,1 2 3
9457,1 6 65 3
9458,1 7 31 3
9459,1 9 14 4 3
9460,1 2 66 3
9461,1 2 3
9462,1 6 3
9463,1 7 3
9464,1 6 54 3
9465,1 2 52 3
9466,1 9 3
9467,1 6 65 3
9468,1 2 3
9469,1 7 3
9470,1 6 17 47 3
9471,1 9 78 3
9472,1 2 3
9473,1 6 79 3
9474,1 2 20 55 3
9475,1 6 3
9476,1 7 69 3
9477,1 9 82 3
9478,1 2 3
9479,1 6 3
9480,1 2 3
9481,1 6 3
9482,1 7 26 3
9483,1 2 17 53 3
9484,1 6 49 3
9485,1 7 3
9486,1 9 3
9487,1 75 36 3
9488,1 2 3
9489,1 6 20 55 3
9490,1 76 14 37 3
9491,1 2 83 3
9492,1 6 27 26 3
9493,1 7 3
9494,1 2 18 3
9495,1 6 77 3
9496,1 2 3
9497,1 6 80 3
9498,1 2 3
9499,1 2 23 57 3
9500,1 6 41 3
9501,1 2 3
9502,1 7 58 3
9503,11 12 12 22 42 3
9504,11 12 12 12 12 13 68 3
9505,1 2 3
9506,11 12 12 16 32 3
9507,11 12 12 19 27 38 3
9508,11 12 12 12 12 12 12 72
9509,1 6 8 3
9510,11 12 12 13 47 3
9511,11 12 12 22 17 50 3
9512,11 12 12 16 46 3
9513,11 12 12 12 12 12 12 72
9514,11 12 12 12 12 12 12 72
9515,1 7 27 41 3
9516,11 12 12 12 12 12 12 72
9517,11 12 12 12 12 22 34 3
9518,11 12 13 49 3
9519,11 12 16 82 3
9520,11 12 19 24 3
9521,11 12 22 28 3
9522,11 12 16 35 3
9523,11 12 12 13 14 61 3
9524,11 12 12 19 18 3
9525,11 12 12 12 12 16 23 56 3
9526,11 12 12 12 12 12 12 72
9527,11 12 12 12 12 13 55 3
9528,11 12 12 12 12 19 45 3
9529,11 12 12 12 12 22 42 3
9530,11 12 12 12 12 12 12 72
9531,11 12 12 12 12 12 12 72
9532,11 12 12 12 12 12 12 72
9533,11 12 12 12 12 12 12 72
9534,11 12 12 12 12 12 12 72
9535,11 12 12 12 12 12 12 72
9536,11 12 13 23 65 3
9537,11 12 16 24 3
9538,1 2 3
9539,1 6 58 3
9540,1 7 23 68 3
9541,1 9 27 33 3
9542,1 75 3
9543,1 2 14 78 3
9544,1 6 3
9545,1 2 56 3
9546,1 6 29 3
9547,1 7 54 3
9548,1 2 36 3
9549,1 7 69 3
9550,1 6 3
9551,1 2 18 3
9552,1 6 3
9553,1 7 3
9554,1 9 17 52 3
9555,1 75 20 74 3
9556,1 2 64 3
9557,1 76 3
9558,1 6 3
9559,1 2 27 80 3
9560,11 12 13 31 3
9561,11 12 16 21 30 3
9562,11 12 19 27 43 3
9563,11 12 12 12 12 12 12 16 10 3
9564,11 12 12 12 12 12 12 72
9565,11 12 13 45 3
9566,1 2 3
9567,1 6 79 3
9568,11 12 12 12 12 12 12 72
9569,11 12 12 12 12 12 12 72
9570,11 12 12 12 13 30 3
9571,1 7 81 3
9572,11 12 12 12 16 17 32 3
9573,11 12 12 12 19 49 3
9574,1 9 59 3
9575,11 12 12 12 12 12 12 72
9576,11 12 12 12 12 12 12 13 49 3
9577,11 12 12 12 12 12 12 16 35 3
9578,11 12 12 12 12 12 12 19 17 28 3
9579,11 12 12 12 12 12 12 22 14 24 3
9580,11 12 13 51 3
9581,11 12 12 12 13 83 3
9582,11 12 16 20 70 3
9583,1 2 60 3
9584,11 12 12 12 22 40 3
9585,11 12 22 27 62 3
9586,11 12 12 12 13 25 3
9587,1 6 3
9588,1 7 3
9589,11 12 16 47 3
9590,11 12 12 12 19 43 3
9591,11 12 12 12 12 12 12 72
9592,11 12 12 12 12 12 12 72
9593,11 12 12 12 12 12 12 72
9594,11 12 12 12 12 12 12 72
9595,11 12 12 12 12 12 12 72
9596,11 12 12 12 12 12 12 72
9597,11 12 12 12 12 12 12 72
9598,11 12 12 12 12 12 12 72
9599,1 2 3
9600,1 6 3
9601,1 2 3
9602,1 7 3
9603,1 9 56 3
9604,1 75 3
9605,1 2 29 3
9606,1 6 3
9607,1 7 3
9608,1 2 18 3
9609,1 9 36 3
9610,1 6 3
9611,11 12 12 16 52 3
9612,11 12 12 12 12 12 13 28 3
9613,11 12 12 12 12 12 19 24 3
9614,11 12 12 12 12 12 22 27 34 3
9615,1 2 3
9616,11 12 12 12 12 12 12 16 77 3
9617,11 12 12 12 12 12 12 13 23 32 3
9618,1 6 14 4 3
9619,11 12 12 16 35 3
9620,11 12 12 19 81 3
9621,11 12 12 12 12 12 12 16 38 3
9622,11 12 12 12 12 12 12 19 45 3
9623,11 12 12 12 12 12 12 22 27 64 3
9624,11 12 12 12 12 12 12 72
9625,11 12 12 22 27 39 3
9626,1 2 23 5 3
9627,11 12 12 12 12 12 12 16 17 48 3
9628,11 12 12 12 12 12 12 22 23 51 3
9629,11 12 12 12 12 12 12 72
9630,11 12 12 12 12 12 12 72
9631,11 12 12 12 12 12 12 72
9632,1 6 3
9633,11 12 12 12 12 12 12 72
9634,1 7 3
9635,11 12 12 16 27 65 3
9636,11 12 12 19 15 3
9637,11 12 12 12 12 12 12 72
9638,11 12 12 12 12 12 12 72
9639,11 12 12 16 21 3
9640,11 12 12 12 12 12 12 72
9641,1 2 3
9642,11 12 12 22 14 73 3
9643,11 12 12 12 12 12 12 72
9644,11 12 12 12 12 12 12 72
9645,11 12 12 12 12 12 12 72
9646,11 12 12 12 12 12 12 72
9647,11 12 12 12 12 12 12 72
9648,1 6 3
9649,11 12 12 12 12 12 12 72
9650,1 2 3
9651,11 12 12 12 12 12 12 72
9652,1 7 10 3
9653,11 12 12 12 12 12 12 72
9654,1 6 8 3
9655,1 7 23 54 3
9656,1 2 37 3
9657,1 6 3
9658,1 9 26 3
9659,1 7 3
9660,1 9 53 3
9661,1 2 3
9662,1 6 57 3
9663,1 7 3
9664,1 75 55 3
9665,1 76 3
9666,1 84 3
9667,1 9 58 3
9668,1 2 3
9669,1 85 3
9670,1 2 41 3
9671,1 2 56 3
9672,11 12 13 14 59 3
9673,11 12 19 28 3
9674,11 12 22 20 60 3
9675,11 12 12 12 12 12 22 23 21 3
9676,11 12 12 12 12 12 12 72
9677,11 12 12 12 12 12 19 40 3
9678,11 12 12 12 12 12 12 72
9679,11 12 12 12 12 12 12 72
9680,1 6 3
9681,11 12 12 12 12 12 22 17 46 3
9682,11 12 12 12 12 12 12 72
9683,11 12 12 12 12 12 12 72
9684,11 12 12 12 12 12 12 72
9685,11 12 22 78 3
9686,11 12 12 12 12 12 12 72
9687,11 12 12 12 12 12 12 72
9688,11 12 12 12 12 12 12 72
9689,11 12 12 12 12 12 12 72
9690,11 12 12 12 12 12 12 72
9691,11 12 12 12 12 12 12 72
9692,11 12 12 12 12 12 12 72
9693,11 12 12 12 12 12 12 72
9694,11 12 12 12 12 12 12 72
9695,1 2 69 3
9696,11 12 12 12 12 12 12 72
9697,1 7 29 3
9698,11 12 12 12 12 12 12 72
9699,11 12 12 12 12 12 12 72
9700,11 12 12 12 12 12 12 72
9701,11 12 12 12 12 12 12 72
9702,11 12 12 12 12 12 12 72
9703,11 12 12 12 12 12 12 72
9704,11 12 12 12 12 12 12 72
9705,11 12 12 12 12 12 12 72
9706,1 6 3
9707,11 12 12 12 12 12 12 72
9708,11 12 12 12 12 12 12 72
9709,11 12 12 12 12 12 12 72
9710,11 12 12 12 12 12 12 72
9711,11 12 12 12 12 12 12 72
9712,11 12 12 12 12 12 12 72
9713,1 2 3
9714,1 6 3
9715,1 2 3
9716,1 2 23 79 3
9717,1 6 27 74 3
9718,1 7 3
9719,1 9 3
9720,1 2 3
9721,1 6 36 3
9722,1 2 64 3
9723,1 7 17 82 3
9724,1 6 63 3
9725,1 9 3
9726,1 75 33 3
9727,1 76 3
9728,1 84 3
9729,11 12 12 12 13 47 3
9730,11 12 12 12 16 17 30 3
9731,11 12 12 12 19 30 3
9732,11 12 12 12 22 38 3
9733,11 12 12 12 12 12 12 16 83 3
9734,11 12 12 12 12 12 12 19 60 3
9735,11 12 12 12 12 12 12 13 14 34 3
9736,11 12 12 12 12 12 12 72
